"date","IND","FREQ","DIM","obsValue"
2023-08-01,"CPI","M","ITC4B",118.8
2023-09-01,"CPI","M","ITC4B",119.2
2023-10-01,"CPI","M","ITC4B",118.6
2023-11-01,"CPI","M","ITC4B",118.1
2023-12-01,"CPI","M","ITC4B",118.3
2022-12-01,"CPI","M","ITC43",117.9
2023-01-01,"CPI","M","ITC43",117.9
2023-02-01,"CPI","M","ITC43",117.9
2023-03-01,"CPI","M","ITC43",117.7
2023-04-01,"CPI","M","ITC43",118.6
2023-05-01,"CPI","M","ITC43",118.6
2023-06-01,"CPI","M","ITC43",118.8
2023-07-01,"CPI","M","ITC43",118.9
2023-08-01,"CPI","M","ITC43",119.5
2023-09-01,"CPI","M","ITC43",119.6
2023-10-01,"CPI","M","ITC43",118.9
2023-11-01,"CPI","M","ITC43",118.3
2023-12-01,"CPI","M","ITC43",118.6
2022-12-01,"CPI","M","ITC49",118
2023-01-01,"CPI","M","ITC49",118.4
2023-02-01,"CPI","M","ITC49",118.4
2023-03-01,"CPI","M","ITC49",117.8
2023-04-01,"CPI","M","ITC49",118.2
2023-05-01,"CPI","M","ITC49",118
2023-06-01,"CPI","M","ITC49",118.1
2023-07-01,"CPI","M","ITC49",118.5
2023-08-01,"CPI","M","ITC49",118.9
2023-09-01,"CPI","M","ITC49",118.6
2023-10-01,"CPI","M","ITC49",118.7
2023-11-01,"CPI","M","ITC49",118.3
2023-12-01,"CPI","M","ITC49",118.8
2022-12-01,"CPI","M","ITD",119.3
2023-01-01,"CPI","M","ITD",119.7
2023-02-01,"CPI","M","ITD",119.6
2023-03-01,"CPI","M","ITD",119.1
2023-04-01,"CPI","M","ITD",119.7
2023-05-01,"CPI","M","ITD",120.1
2023-06-01,"CPI","M","ITD",120.1
2023-07-01,"CPI","M","ITD",120.2
2023-08-01,"CPI","M","ITD",120.7
2023-09-01,"CPI","M","ITD",120.8
2023-10-01,"CPI","M","ITD",120.5
2023-11-01,"CPI","M","ITD",119.9
2023-12-01,"CPI","M","ITD",120.3
2022-12-01,"CPI","M","ITDA",123.6
2023-01-01,"CPI","M","ITDA",124.4
2023-02-01,"CPI","M","ITDA",124.5
2023-03-01,"CPI","M","ITDA",124.5
2023-04-01,"CPI","M","ITDA",124.7
2023-05-01,"CPI","M","ITDA",124.9
2023-06-01,"CPI","M","ITDA",124.5
2023-07-01,"CPI","M","ITDA",124.7
2023-08-01,"CPI","M","ITDA",125.6
2023-09-01,"CPI","M","ITDA",124.5
2023-10-01,"CPI","M","ITDA",124
2023-11-01,"CPI","M","ITDA",123.4
2023-12-01,"CPI","M","ITDA",124.8
2022-12-01,"CPI","M","ITD1",125.7
2023-01-01,"CPI","M","ITD1",126.7
2023-02-01,"CPI","M","ITD1",126.7
2023-03-01,"CPI","M","ITD1",127
2023-04-01,"CPI","M","ITD1",127.2
2023-05-01,"CPI","M","ITD1",127.6
2023-06-01,"CPI","M","ITD1",127.2
2023-07-01,"CPI","M","ITD1",127.5
2023-08-01,"CPI","M","ITD1",128.1
2023-09-01,"CPI","M","ITD1",127.5
2023-10-01,"CPI","M","ITD1",127.1
2023-11-01,"CPI","M","ITD1",126.5
2023-12-01,"CPI","M","ITD1",127.7
2022-12-01,"CPI","M","ITD10",125.7
2023-01-01,"CPI","M","ITD10",126.7
2023-02-01,"CPI","M","ITD10",126.7
2023-03-01,"CPI","M","ITD10",127
2023-04-01,"CPI","M","ITD10",127.2
2023-05-01,"CPI","M","ITD10",127.6
2023-06-01,"CPI","M","ITD10",127.2
2023-07-01,"CPI","M","ITD10",127.5
2023-08-01,"CPI","M","ITD10",128.1
2023-09-01,"CPI","M","ITD10",127.5
2023-10-01,"CPI","M","ITD10",127.1
2023-11-01,"CPI","M","ITD10",126.5
2023-12-01,"CPI","M","ITD10",127.7
2022-12-01,"CPI","M","ITD2",122
2023-01-01,"CPI","M","ITD2",122.6
2023-02-01,"CPI","M","ITD2",122.7
2023-03-01,"CPI","M","ITD2",122.5
2023-04-01,"CPI","M","ITD2",122.7
2023-05-01,"CPI","M","ITD2",122.8
2023-06-01,"CPI","M","ITD2",122.3
2023-07-01,"CPI","M","ITD2",122.4
2023-08-01,"CPI","M","ITD2",123.6
2023-09-01,"CPI","M","ITD2",122
2023-10-01,"CPI","M","ITD2",121.3
2023-11-01,"CPI","M","ITD2",120.8
2023-12-01,"CPI","M","ITD2",122.5
2022-12-01,"CPI","M","ITD20",122
2023-01-01,"CPI","M","ITD20",122.6
2023-02-01,"CPI","M","ITD20",122.7
2023-03-01,"CPI","M","ITD20",122.5
2023-04-01,"CPI","M","ITD20",122.7
2023-05-01,"CPI","M","ITD20",122.8
2023-06-01,"CPI","M","ITD20",122.3
2023-07-01,"CPI","M","ITD20",122.4
2023-08-01,"CPI","M","ITD20",123.6
2023-09-01,"CPI","M","ITD20",122
2023-10-01,"CPI","M","ITD20",121.3
2023-11-01,"CPI","M","ITD20",120.8
2023-12-01,"CPI","M","ITD20",122.5
2022-12-01,"CPI","M","ITD3",118.5
2023-01-01,"CPI","M","ITD3",118.8
2023-02-01,"CPI","M","ITD3",118.9
2023-03-01,"CPI","M","ITD3",118.2
2023-04-01,"CPI","M","ITD3",119
2023-05-01,"CPI","M","ITD3",119.5
2023-06-01,"CPI","M","ITD3",119.5
2023-07-01,"CPI","M","ITD3",119.7
2023-08-01,"CPI","M","ITD3",120.1
2023-09-01,"CPI","M","ITD3",120.6
2023-10-01,"CPI","M","ITD3",120.2
2023-11-01,"CPI","M","ITD3",119.6
2023-12-01,"CPI","M","ITD3",119.7
2022-12-01,"CPI","M","ITD31",118.7
2023-01-01,"CPI","M","ITD31",118.4
2023-02-01,"CPI","M","ITD31",118.7
2023-03-01,"CPI","M","ITD31",118.1
2023-04-01,"CPI","M","ITD31",119.2
2023-05-01,"CPI","M","ITD31",119.4
2023-06-01,"CPI","M","ITD31",119.6
2023-07-01,"CPI","M","ITD31",120.2
2023-08-01,"CPI","M","ITD31",120.5
2023-09-01,"CPI","M","ITD31",120.8
2023-10-01,"CPI","M","ITD31",119.6
2023-11-01,"CPI","M","ITD31",119.4
2023-12-01,"CPI","M","ITD31",119.5
2022-12-01,"CPI","M","ITD32",118.2
2023-01-01,"CPI","M","ITD32",119.2
2023-02-01,"CPI","M","ITD32",118.3
2023-03-01,"CPI","M","ITD32",117.6
2023-04-01,"CPI","M","ITD32",118.2
2023-05-01,"CPI","M","ITD32",118.4
2023-06-01,"CPI","M","ITD32",118.4
2023-07-01,"CPI","M","ITD32",118.6
2023-08-01,"CPI","M","ITD32",119.2
2023-09-01,"CPI","M","ITD32",120
2023-10-01,"CPI","M","ITD32",119.4
2023-11-01,"CPI","M","ITD32",119.2
2023-12-01,"CPI","M","ITD32",119.2
2022-12-01,"CPI","M","ITD33",119
2023-01-01,"CPI","M","ITD33",119
2023-02-01,"CPI","M","ITD33",119.3
2023-03-01,"CPI","M","ITD33",118.8
2023-04-01,"CPI","M","ITD33",119.1
2023-05-01,"CPI","M","ITD33",119.4
2023-06-01,"CPI","M","ITD33",119.7
2023-07-01,"CPI","M","ITD33",120
2023-08-01,"CPI","M","ITD33",120.7
2023-09-01,"CPI","M","ITD33",120.5
2023-10-01,"CPI","M","ITD33",120.1
2023-11-01,"CPI","M","ITD33",119.9
2023-12-01,"CPI","M","ITD33",120.1
2022-12-01,"CPI","M","ITD34",119.6
2023-01-01,"CPI","M","ITD34",120
2023-02-01,"CPI","M","ITD34",120.1
2023-03-01,"CPI","M","ITD34",119.4
2023-04-01,"CPI","M","ITD34",119.9
2023-05-01,"CPI","M","ITD34",120.4
2023-06-01,"CPI","M","ITD34",120.3
2023-07-01,"CPI","M","ITD34",120.4
2023-08-01,"CPI","M","ITD34",120.7
2023-09-01,"CPI","M","ITD34",121.1
2023-10-01,"CPI","M","ITD34",121
2023-11-01,"CPI","M","ITD34",120.5
2023-12-01,"CPI","M","ITD34",120.9
2022-12-01,"CPI","M","ITD35",116.9
2023-01-01,"CPI","M","ITD35",117
2023-02-01,"CPI","M","ITD35",118.1
2023-03-01,"CPI","M","ITD35",117
2023-04-01,"CPI","M","ITD35",118.3
2023-05-01,"CPI","M","ITD35",119.2
2023-06-01,"CPI","M","ITD35",119.1
2023-07-01,"CPI","M","ITD35",119.4
2023-08-01,"CPI","M","ITD35",119.6
2023-09-01,"CPI","M","ITD35",120.6
2023-10-01,"CPI","M","ITD35",120.2
2023-11-01,"CPI","M","ITD35",118.4
2023-12-01,"CPI","M","ITD35",118.3
2022-12-01,"CPI","M","ITD36",120.1
2023-01-01,"CPI","M","ITD36",120.5
2023-02-01,"CPI","M","ITD36",120.3
2023-03-01,"CPI","M","ITD36",119.6
2023-04-01,"CPI","M","ITD36",120.2
2023-05-01,"CPI","M","ITD36",120.9
2023-06-01,"CPI","M","ITD36",120.8
2023-07-01,"CPI","M","ITD36",120.8
2023-08-01,"CPI","M","ITD36",121.1
2023-09-01,"CPI","M","ITD36",121.7
2023-10-01,"CPI","M","ITD36",121.6
2023-11-01,"CPI","M","ITD36",121.1
2023-12-01,"CPI","M","ITD36",121.3
2022-12-01,"CPI","M","ITD37",116.9
2023-01-01,"CPI","M","ITD37",116.9
2023-02-01,"CPI","M","ITD37",117
2023-03-01,"CPI","M","ITD37",116.4
2023-04-01,"CPI","M","ITD37",117.1
2023-05-01,"CPI","M","ITD37",117.6
2023-06-01,"CPI","M","ITD37",117.7
2023-07-01,"CPI","M","ITD37",117.9
2023-08-01,"CPI","M","ITD37",118.2
2023-09-01,"CPI","M","ITD37",118
2023-10-01,"CPI","M","ITD37",118
2023-11-01,"CPI","M","ITD37",117.6
2023-12-01,"CPI","M","ITD37",117.8
2022-12-01,"CPI","M","ITD4",118.9
2023-01-01,"CPI","M","ITD4",119.2
2023-02-01,"CPI","M","ITD4",119.5
2023-03-01,"CPI","M","ITD4",119
2023-04-01,"CPI","M","ITD4",119.6
2023-05-01,"CPI","M","ITD4",120
2023-06-01,"CPI","M","ITD4",119.9
2023-07-01,"CPI","M","ITD4",120
2023-08-01,"CPI","M","ITD4",120.6
2023-09-01,"CPI","M","ITD4",120.5
2023-10-01,"CPI","M","ITD4",120.6
2023-11-01,"CPI","M","ITD4",120.1
2023-12-01,"CPI","M","ITD4",120.4
2022-12-01,"CPI","M","ITD42",118.6
2023-01-01,"CPI","M","ITD42",118.9
2023-02-01,"CPI","M","ITD42",119.3
2023-03-01,"CPI","M","ITD42",118.8
2023-04-01,"CPI","M","ITD42",119.2
2023-05-01,"CPI","M","ITD42",119.5
2023-06-01,"CPI","M","ITD42",119.5
2023-07-01,"CPI","M","ITD42",119.5
2023-08-01,"CPI","M","ITD42",120.1
2023-09-01,"CPI","M","ITD42",119.9
2023-10-01,"CPI","M","ITD42",119.9
2023-11-01,"CPI","M","ITD42",119.5
2023-12-01,"CPI","M","ITD42",120
2022-12-01,"CPI","M","ITD43",117
2023-01-01,"CPI","M","ITD43",117.1
2023-02-01,"CPI","M","ITD43",117.2
2023-03-01,"CPI","M","ITD43",116.5
2023-04-01,"CPI","M","ITD43",117.3
2023-05-01,"CPI","M","ITD43",117.7
2023-06-01,"CPI","M","ITD43",117.7
2023-07-01,"CPI","M","ITD43",117.9
2023-08-01,"CPI","M","ITD43",118.3
2023-09-01,"CPI","M","ITD43",118.2
2023-10-01,"CPI","M","ITD43",117.9
2023-11-01,"CPI","M","ITD43",117.6
2023-12-01,"CPI","M","ITD43",117.7
2022-12-01,"CPI","M","ITD44",120.1
2023-01-01,"CPI","M","ITD44",120.3
2023-02-01,"CPI","M","ITD44",120.6
2023-03-01,"CPI","M","ITD44",120.3
2023-04-01,"CPI","M","ITD44",121.2
2023-05-01,"CPI","M","ITD44",122
2023-06-01,"CPI","M","ITD44",121.8
2023-07-01,"CPI","M","ITD44",122.1
2023-08-01,"CPI","M","ITD44",122.8
2023-09-01,"CPI","M","ITD44",122.6
2023-10-01,"CPI","M","ITD44",122.7
2023-11-01,"CPI","M","ITD44",121.7
2023-12-01,"CPI","M","ITD44",122.2
2022-12-01,"CPI","M","ITD41",119.4
2023-01-01,"CPI","M","ITD41",119.8
2023-02-01,"CPI","M","ITD41",119.9
2023-03-01,"CPI","M","ITD41",119.3
2023-04-01,"CPI","M","ITD41",119.9
2023-05-01,"CPI","M","ITD41",120.3
2023-06-01,"CPI","M","ITD41",120.1
2023-07-01,"CPI","M","ITD41",120.1
2023-08-01,"CPI","M","ITD41",120.5
2023-09-01,"CPI","M","ITD41",120.8
2023-10-01,"CPI","M","ITD41",121.2
2023-11-01,"CPI","M","ITD41",120.7
2023-12-01,"CPI","M","ITD41",120.9
2022-12-01,"CPI","M","ITD5",119.2
2023-01-01,"CPI","M","ITD5",119.6
2023-02-01,"CPI","M","ITD5",119.2
2023-03-01,"CPI","M","ITD5",118.7
2023-04-01,"CPI","M","ITD5",119.1
2023-05-01,"CPI","M","ITD5",119.6
2023-06-01,"CPI","M","ITD5",119.6
2023-07-01,"CPI","M","ITD5",119.7
2023-08-01,"CPI","M","ITD5",120.2
2023-09-01,"CPI","M","ITD5",120.2
2023-10-01,"CPI","M","ITD5",120.1
2023-11-01,"CPI","M","ITD5",119.5
2023-12-01,"CPI","M","ITD5",119.8
2022-12-01,"CPI","M","ITD51",117.2
2023-01-01,"CPI","M","ITD51",117.5
2023-02-01,"CPI","M","ITD51",117.2
2023-03-01,"CPI","M","ITD51",116.9
2023-04-01,"CPI","M","ITD51",117.1
2023-05-01,"CPI","M","ITD51",117.5
2023-06-01,"CPI","M","ITD51",117.4
2023-07-01,"CPI","M","ITD51",117.4
2023-08-01,"CPI","M","ITD51",118.1
2023-09-01,"CPI","M","ITD51",117.9
2023-10-01,"CPI","M","ITD51",117.9
2023-11-01,"CPI","M","ITD51",117.5
2023-12-01,"CPI","M","ITD51",117.7
2022-12-01,"CPI","M","ITD52",118.3
2023-01-01,"CPI","M","ITD52",118.6
2023-02-01,"CPI","M","ITD52",117.9
2023-03-01,"CPI","M","ITD52",117.8
2023-04-01,"CPI","M","ITD52",117.9
2023-05-01,"CPI","M","ITD52",118.1
2023-06-01,"CPI","M","ITD52",118.4
2023-07-01,"CPI","M","ITD52",118.2
2023-08-01,"CPI","M","ITD52",118.7
2023-09-01,"CPI","M","ITD52",118.8
2023-10-01,"CPI","M","ITD52",119.3
2023-11-01,"CPI","M","ITD52",118.4
2023-12-01,"CPI","M","ITD52",118.5
2022-12-01,"CPI","M","ITD53",118.9
2023-01-01,"CPI","M","ITD53",119.1
2023-02-01,"CPI","M","ITD53",118.6
2023-03-01,"CPI","M","ITD53",117.5
2023-04-01,"CPI","M","ITD53",118.2
2023-05-01,"CPI","M","ITD53",118.3
2023-06-01,"CPI","M","ITD53",118.5
2023-07-01,"CPI","M","ITD53",118.5
2023-08-01,"CPI","M","ITD53",118.8
2023-09-01,"CPI","M","ITD53",118.7
2023-10-01,"CPI","M","ITD53",118.6
2023-11-01,"CPI","M","ITD53",118.1
2023-12-01,"CPI","M","ITD53",118.6
2022-12-01,"CPI","M","ITD54",120.4
2023-01-01,"CPI","M","ITD54",121
2023-02-01,"CPI","M","ITD54",120.3
2023-03-01,"CPI","M","ITD54",119.9
2023-04-01,"CPI","M","ITD54",120.2
2023-05-01,"CPI","M","ITD54",120.9
2023-06-01,"CPI","M","ITD54",120.9
2023-07-01,"CPI","M","ITD54",120.7
2023-08-01,"CPI","M","ITD54",121.1
2023-09-01,"CPI","M","ITD54",121.5
2023-10-01,"CPI","M","ITD54",121.4
2023-11-01,"CPI","M","ITD54",120.7
2023-12-01,"CPI","M","ITD54",120.9
2022-12-01,"CPI","M","ITD55",119.4
2023-01-01,"CPI","M","ITD55",119.7
2023-02-01,"CPI","M","ITD55",119.6
2023-03-01,"CPI","M","ITD55",119.2
2023-04-01,"CPI","M","ITD55",119.9
2023-05-01,"CPI","M","ITD55",120.8
2023-06-01,"CPI","M","ITD55",120.5
2023-07-01,"CPI","M","ITD55",120.6
2023-08-01,"CPI","M","ITD55",120.6
2023-09-01,"CPI","M","ITD55",121.1
2023-10-01,"CPI","M","ITD55",121.1
2023-11-01,"CPI","M","ITD55",120.4
2023-12-01,"CPI","M","ITD55",120.6
2022-12-01,"CPI","M","ITD56",118.2
2023-01-01,"CPI","M","ITD56",118.6
2023-02-01,"CPI","M","ITD56",118.3
2023-03-01,"CPI","M","ITD56",118
2023-04-01,"CPI","M","ITD56",118.5
2023-05-01,"CPI","M","ITD56",118.6
2023-06-01,"CPI","M","ITD56",118.7
2023-07-01,"CPI","M","ITD56",118.9
2023-08-01,"CPI","M","ITD56",119.1
2023-09-01,"CPI","M","ITD56",119.4
2023-10-01,"CPI","M","ITD56",119.3
2023-11-01,"CPI","M","ITD56",118.8
2023-12-01,"CPI","M","ITD56",119.3
2022-12-01,"CPI","M","ITD57",119.7
2023-01-01,"CPI","M","ITD57",119.7
2023-02-01,"CPI","M","ITD57",119.8
2023-03-01,"CPI","M","ITD57",119.1
2023-04-01,"CPI","M","ITD57",119.7
2023-05-01,"CPI","M","ITD57",120.2
2023-06-01,"CPI","M","ITD57",120.1
2023-07-01,"CPI","M","ITD57",120.5
2023-08-01,"CPI","M","ITD57",121.2
2023-09-01,"CPI","M","ITD57",120.8
2023-10-01,"CPI","M","ITD57",120.2
2023-11-01,"CPI","M","ITD57",119.9
2023-12-01,"CPI","M","ITD57",120.2
2022-12-01,"CPI","M","ITD58",120.2
2023-01-01,"CPI","M","ITD58",120.5
2023-02-01,"CPI","M","ITD58",120.3
2023-03-01,"CPI","M","ITD58",119.8
2023-04-01,"CPI","M","ITD58",120.1
2023-05-01,"CPI","M","ITD58",120.1
2023-06-01,"CPI","M","ITD58",120.1
2023-07-01,"CPI","M","ITD58",120.4
2023-08-01,"CPI","M","ITD58",120.9
2023-09-01,"CPI","M","ITD58",120.8
2023-10-01,"CPI","M","ITD58",120.8
2023-11-01,"CPI","M","ITD58",120.5
2023-12-01,"CPI","M","ITD58",120.8
2022-12-01,"CPI","M","ITD59",118
2023-01-01,"CPI","M","ITD59",118.5
2023-02-01,"CPI","M","ITD59",117.8
2023-03-01,"CPI","M","ITD59",117.1
2023-04-01,"CPI","M","ITD59",117.7
2023-05-01,"CPI","M","ITD59",118
2023-06-01,"CPI","M","ITD59",118.9
2023-07-01,"CPI","M","ITD59",119.5
2023-08-01,"CPI","M","ITD59",120.9
2023-09-01,"CPI","M","ITD59",119.4
2023-10-01,"CPI","M","ITD59",119
2023-11-01,"CPI","M","ITD59",118.4
2023-12-01,"CPI","M","ITD59",119.1
2022-12-01,"CPI","M","ITE",117.8
2023-01-01,"CPI","M","ITE",118
2023-02-01,"CPI","M","ITE",118.1
2023-03-01,"CPI","M","ITE",118
2023-04-01,"CPI","M","ITE",118.5
2023-05-01,"CPI","M","ITE",119
2023-06-01,"CPI","M","ITE",119.1
2023-07-01,"CPI","M","ITE",119.2
2023-08-01,"CPI","M","ITE",119.3
2023-09-01,"CPI","M","ITE",119.6
2023-10-01,"CPI","M","ITE",119.5
2023-11-01,"CPI","M","ITE",118.7
2023-12-01,"CPI","M","ITE",118.8
2022-12-01,"CPI","M","ITE1",119.5
2023-01-01,"CPI","M","ITE1",119.4
2023-02-01,"CPI","M","ITE1",119.6
2023-03-01,"CPI","M","ITE1",119.3
2023-04-01,"CPI","M","ITE1",119.8
2023-05-01,"CPI","M","ITE1",120.4
2023-06-01,"CPI","M","ITE1",120.8
2023-07-01,"CPI","M","ITE1",120.9
2023-08-01,"CPI","M","ITE1",121.3
2023-09-01,"CPI","M","ITE1",121.4
2023-10-01,"CPI","M","ITE1",121.1
2023-11-01,"CPI","M","ITE1",120.3
2023-12-01,"CPI","M","ITE1",120
2022-12-01,"CPI","M","ITE11",116.4
2023-01-01,"CPI","M","ITE11",116.4
2023-02-01,"CPI","M","ITE11",116.7
2023-03-01,"CPI","M","ITE11",116.1
2023-04-01,"CPI","M","ITE11",116.6
2023-05-01,"CPI","M","ITE11",116.7
2023-06-01,"CPI","M","ITE11",117.1
2023-07-01,"CPI","M","ITE11",117.3
2023-08-01,"CPI","M","ITE11",118.2
2023-09-01,"CPI","M","ITE11",117.5
2023-10-01,"CPI","M","ITE11",117
2023-11-01,"CPI","M","ITE11",116.8
2023-12-01,"CPI","M","ITE11",116.9
2022-12-01,"CPI","M","ITE12",118.4
2023-01-01,"CPI","M","ITE12",118.9
2023-02-01,"CPI","M","ITE12",118.9
2023-03-01,"CPI","M","ITE12",118.7
2023-04-01,"CPI","M","ITE12",118.7
2023-05-01,"CPI","M","ITE12",119
2023-06-01,"CPI","M","ITE12",119.6
2023-07-01,"CPI","M","ITE12",120.5
2023-08-01,"CPI","M","ITE12",120.4
2023-09-01,"CPI","M","ITE12",120.3
2023-10-01,"CPI","M","ITE12",119.6
2023-11-01,"CPI","M","ITE12",118.9
2023-12-01,"CPI","M","ITE12",119
2022-12-01,"CPI","M","ITE13",121.2
2023-01-01,"CPI","M","ITE13",121.4
2023-02-01,"CPI","M","ITE13",121.6
2023-03-01,"CPI","M","ITE13",121.2
2023-04-01,"CPI","M","ITE13",121.4
2023-05-01,"CPI","M","ITE13",121.5
2023-06-01,"CPI","M","ITE13",121.7
2023-07-01,"CPI","M","ITE13",122
2023-08-01,"CPI","M","ITE13",122.4
2023-09-01,"CPI","M","ITE13",122.3
